296|635|2994|15441|10024|8005|9567|
299|3190|461|16599|10113|10692|7711|
300|2810|2764|11830|10293|10800|7129|
302|312|3242|13464|13583|6680|11781|
306|513|1817|15192|14203|8709|9797|
309|3584|3545|13203|14532|9243|7764|
314|2634|563|14252|12957|6989|9731|
317|749|1239|10106|14871|8661|10834|
319|2710|2606|9854|15009|7689|8439|
321|3717|2364|12922|10285|7273|6838|
323|3446|3252|9716|13741|11236|11342|
324|2860|1684|13848|11715|6966|9358|
326|2198|2844|10337|12753|10604|4462|
329|1359|2168|15476|11626|8731|3288|
333|4190|4459|10610|10527|9490|3595|
336|775|2185|13909|14248|11816|12517|
339|1784|1750|15488|14469|8776|12214|
343|1965|1898|11093|11644|9349|11829|
344|2204|2003|14767|11496|7969|9614|
349|4230|1776|14796|11899|8222|4185|
351|2123|2880|14927|14734|6718|7980|
356|1287|2226|14735|9737|8799|6784|
357|2976|105|15340|11740|11535|5257|
358|1620|3427|12114|13447|10182|10824|
359|3259|1259|13827|14874|10133|12064|
363|3007|1174|10549|14880|10615|10793|
366|2154|989|16824|10455|10213|11848|
367|2660|2510|11012|11055|6693|10503|
368|3278|571|14995|10498|11402|5167|
373|3829|2516|10010|14378|8485|8535|
378|1854|757|16104|13476|8269|7183|
379|4470|2340|9814|9785|11143|3614|
383|3237|3669|11699|13776|8629|3445|
386|3210|809|11634|12999|10240|3361|
389|4663|770|13920|12174|10083|4022|
390|3034|3277|11865|13310|11543|7440|
393|2627|2929|11458|14951|9869|11330|
398|3035|4550|17538|11304|11618|4127|
400|477|603|15685|9652|8436|9641|
402|2154|3933|12685|11463|9354|6655|
405|1103|2172|12273|12831|7442|4715|
410|3586|1884|17300|11177|8200|11273|
414|1436|2691|12023|13599|11149|9600|
418|3190|1133|11680|11741|11400|9445|
422|3641|1287|11402|13759|8524|7899|
427|4283|723|12594|10200|7936|11713|
432|4387|3893|13787|9644|9995|4452|
437|3098|4440|14036|11579|8851|10275|
439|4196|3122|9672|14458|11316|9872|
443|2846|2519|15948|14944|7569|4004|
446|3905|2218|11827|13965|10869|12209|
447|1673|1006|10757|12860|9424|8683|
451|852|1906|12730|14274|10096|12232|
455|3344|1988|11125|9916|10727|5126|
459|2844|3290|17956|10456|9742|11625|
462|39|2417|11391|12969|7798|3131|
464|4199|389|13867|11072|7333|3271|
466|3817|4548|16945|13567|10307|4167|
468|454|4269|13830|14169|7335|4777|
469|153|4413|16937|12807|10844|7611|
473|4100|4654|10301|13906|10837|6723|
477|3021|544|12564|10921|11212|10680|
479|2530|4331|10345|10487|8155|7467|
483|464|1632|11802|14175|10806|11140|
487|383|1716|17589|9556|8624|8010|
490|4178|4555|15706|10245|9429|8448|
493|4630|1131|9945|11893|7048|5551|
495|1147|409|16104|13262|9612|8070|
498|2929|1982|15378|9639|11151|10668|
503|4119|4182|15658|9706|10519|11765|
507|2788|4611|16712|9817|9987|3643|
510|38|1462|14227|12423|9987|6438|
511|3349|208|12769|11421|7228|12282|
516|1538|4333|16396|14652|9134|7402|
517|2925|4294|16192|12607|9501|5362|
522|2382|2617|14909|9959|11560|4860|
527|4285|937|15883|14048|8126|6833|
531|4356|2100|16114|11166|8255|4531|
533|338|1221|13005|11880|7768|5964|
538|4405|231|17673|11888|8620|3684|
540|4119|1133|10837|11142|6553|11934|
541|3390|4308|17331|13177|11324|5600|
543|647|253|10533|13671|8865|4251|
544|901|2426|13018|12931|9869|6374|
549|1248|1466|13781|10424|8182|3418|
554|632|1730|13597|13105|7770|11148|
555|2746|3982|12125|14074|7311|8838|
557|4300|380|17728|13022|10198|4651|
559|3871|4049|17847|12356|6573|12567|
562|662|754|11125|14392|7837|12778|
566|2652|1982|11411|9722|7661|4589|
570|479|615|17814|9564|10277|8088|
571|1578|1838|13329|14847|8673|11464|
575|4111|731|12553|10933|10891|6613|
579|2485|3637|14276|9838|7446|5392|
584|3278|4355|13831|10128|9538|10051|
589|622|3969|12937|13844|10230|6717|
591|155|2782|14438|11340|8266|10741|
593|3257|1391|15451|13782|9033|12340|
597|2032|3910|17683|11082|10299|12735|
602|1363|3201|13169|13613|8552|4247|
607|370|3003|16482|12966|8761|6084|
608|1629|1632|16911|13794|8463|6541|
610|326|717|17987|12720|11660|9195|
614|2199|3715|10379|13649|9391|4120|
619|3198|2416|15256|13119|7429|5879|
623|731|4067|17549|10428|7533|12411|
628|3827|448|12318|14784|8810|6072|
631|420|2660|15146|9522|10951|12244|
633|3345|1099|11095|12695|9085|6926|
635|3205|4141|10698|10760|7834|7677|
637|4635|2259|13325|14214|9312|5844|
641|115|2203|16996|13792|6701|8730|
642|3846|872|14830|12837|6596|8525|
647|4398|762|11355|9682|10182|8220|
651|4463|4501|15483|9740|7732|9866|
652|1463|3181|9877|12253|8784|11449|
655|1826|1155|16870|14062|9620|3528|
658|3645|2098|15156|12158|10239|7391|
662|3406|2525|12507|12609|7567|12090|
665|2610|2730|16233|10234|8430|8303|
669|4068|7|11136|10298|8062|12715|
673|612|3264|16487|14878|8019|10453|
675|3413|4571|12255|12900|6894|11699|
678|3438|2743|11148|11228|9895|10311|
681|1375|3567|16993|11623|8897|10273|
685|4163|4004|12757|11868|8659|9762|
686|595|4212|13621|14945|10498|10324|
690|3288|3567|11422|11607|6897|4062|
692|3851|1294|10662|13602|8964|12770|
694|3770|2971|12063|9516|11077|9540|
697|733|4122|13602|14162|9441|3586|
698|4053|1691|15503|12675|7608|11463|
702|4667|3673|11285|11984|10467|6144|
705|4564|1750|14228|13475|6524|12148|
710|3572|551|10300|14747|7179|10939|
715|3190|41|13098|11512|7390|12683|
720|872|3862|17110|12943|6947|10215|
721|651|2491|15544|13541|7796|7604|
724|2061|3057|14017|11145|11375|9466|
725|2076|3806|16380|12801|7750|6550|
730|1761|2128|15125|11944|10733|3451|
735|1809|2083|12272|10091|7063|12574|
740|4524|684|13305|9922|10628|10615|
744|368|4313|15543|14237|9935|6587|
745|2042|1597|15367|12713|9098|9583|
749|3384|2065|11202|14842|7823|12008|
752|1174|3316|14459|11079|7342|6511|
757|3259|4663|12595|13571|9772|9231|
761|3012|3638|11412|14620|9877|9295|
766|4379|684|16060|13608|8312|8600|
768|1981|3398|16523|13686|6784|9414|
769|3399|1625|15656|13457|7998|8663|
770|512|2420|11723|11879|9306|6608|
771|762|80|14537|10290|9559|9600|
773|3825|3257|14869|14172|9720|11205|
778|2769|1960|14376|11039|9082|7269|
779|4354|2410|15781|14581|7451|7364|
783|1261|1893|10920|14474|11594|9026|
786|1391|3355|17119|12578|7775|9516|
791|3391|152|14322|10613|11756|10830|
796|1745|2571|14871|12015|8273|7032|
797|1553|1561|16712|12550|11721|5461|
798|2203|3645|16354|10044|10370|7640|
802|2519|2961|10494|9487|8085|5210|
805|4550|3901|10911|12097|8079|11861|
807|3874|3518|14953|14874|11422|6960|
809|3003|3017|16298|14500|8254|4706|
810|754|3645|14950|11308|7306|12819|
811|218|2581|16273|14376|10786|7477|
816|4033|1483|14731|14822|6924|11088|
819|4475|2263|17693|14474|11592|5552|
821|315|3528|15489|14951|7680|11620|
823|3742|2822|14234|12182|8583|6431|
828|521|1768|17502|10275|9541|4035|
830|3009|946|12467|14759|9237|6016|
833|2368|4202|13836|13200|11071|11306|
835|1859|1363|12427|11200|7658|12606|
837|333|3991|13698|12387|11492|9007|
839|1510|698|14104|14855|10005|10203|
842|1998|3324|15372|12170|10383|3591|
847|3829|1174|16361|13813|11541|4733|
849|1745|2941|16997|13493|7973|5090|
850|3733|3389|15430|9779|6847|6668|
854|1076|4138|17947|11070|9353|3811|
856|3851|19|16410|14993|8244|9308|
857|2244|563|13440|12339|9523|10231|
861|2669|3340|12474|11691|9484|6809|
863|4465|3035|16800|14948|8026|8029|
865|3007|4343|13871|12039|9938|5866|
870|702|2587|17717|11625|7249|9274|
872|428|2685|16250|11125|7941|5237|
874|4448|3168|17499|12339|7242|3785|
879|902|1423|14121|10324|11166|8794|
883|4329|3259|14749|14765|11818|12101|
886|3446|1065|13059|11939|9534|4696|
890|3288|3583|16987|12522|8710|5668|
894|3965|3552|10215|9785|10325|3541|
898|4561|477|12413|14527|8807|5099|
903|1650|2965|11028|9428|11692|9661|
906|2445|95|10844|14177|10522|10419|
911|2629|1640|17611|13680|10189|10395|
914|972|3858|11041|10011|6646|6341|
915|3883|1408|11997|15094|10758|12678|
918|4184|3288|10899|14998|10042|6847|
920|2106|328|14092|12864|7020|6221|
921|3702|994|12756|9713|6738|11375|
924|794|3601|14920|12090|8575|12636|
926|2052|3969|14744|13810|8856|4361|
927|3132|1795|15657|15045|7611|11648|
929|3277|3786|12700|10130|9982|10835|
932|4224|540|12870|13506|8262|12435|
936|730|2581|13167|14425|9697|9608|
939|470|2558|16058|9423|11520|9653|
940|2417|3446|13155|10987|8894|7157|
941|1494|966|10048|11648|7554|10803|
945|647|598|16965|11989|9165|5484|
946|1342|758|13291|14255|7928|4146|
950|1151|928|15497|10876|9184|9199|
955|492|4552|16906|12865|8474|4062|
958|1866|927|14073|13975|7140|5189|
963|2525|2913|12422|12678|7457|11054|
964|1516|2017|15229|12161|11329|3258|
968|3830|3657|13279|12829|9770|3414|
971|3682|2429|15480|11931|10319|10016|
976|619|2088|11559|13631|8252|3206|
981|288|1342|13851|15021|10719|3303|
984|2185|3034|13065|13387|7240|12892|
989|348|3166|13765|13414|9442|9748|
993|1090|2876|13531|14236|7881|8399|
996|966|1646|9874|14787|8601|12337|
1001|215|4652|13765|13985|8875|9362|
1002|1678|3035|10691|10246|8150|5947|
1007|1420|2995|17711|13908|7271|9600|
1011|3057|1691|17610|13417|8761|10916|
1013|2814|2420|10644|12020|8376|5897|
1018|136|1183|16253|13485|10593|4338|
1020|2065|2165|17477|12855|6914|5059|
1022|3816|3446|10235|11705|11426|4587|
1024|3230|2204|12155|14365|9821|6018|
1029|2762|1142|12894|12970|11137|4419|
1031|4379|1541|15829|11607|6781|7949|
1032|3537|1032|9949|11492|10506|7304|
1033|1544|1503|13277|10665|9538|11116|
1036|2814|148|9926|14541|9912|12020|
1041|2307|3858|14924|13671|9521|5232|
1045|2185|3667|17145|10169|8805|4174|
1050|970|2113|9950|13929|8654|4981|
1054|2000|983|15302|13885|11797|6329|
1055|3637|2218|16770|11879|6925|6974|
1056|1420|4610|10448|9893|11672|6698|
1057|1566|2384|11939|11059|8386|10679|
1059|4366|282|17199|11512|11077|6508|
1064|3270|2245|12506|12977|9203|3200|
1065|3733|3403|13280|10537|9413|5358|
1069|956|2410|12066|11675|8120|3144|
1072|3026|3652|13231|10269|7175|9528|
1075|3345|1095|13325|9766|11634|3172|
1080|2810|4260|13523|12224|7748|10756|
1085|960|1253|10478|14286|11517|10765|
1089|4280|3631|17098|10041|9240|12153|
1092|399|1201|12736|13249|6640|4414|
1097|2392|472|15598|9800|10124|9657|
1099|823|4213|17899|11840|8539|6434|
1104|2873|1610|15801|11135|10011|10837|
1108|723|1795|10482|13325|6623|7104|
1113|3689|1953|10354|11484|8594|4177|
1114|3083|1533|17584|14784|7701|4731|
1116|583|1789|13012|13925|6882|3685|
1121|4459|2259|10666|12330|8133|5353|
1123|1103|2970|16752|9558|10799|9212|
1127|1|1684|17823|13897|7095|4729|
1128|3855|1533|12839|11376|10040|12748|
1133|1983|1242|14243|10628|10252|10253|
1136|1166|186|14887|10808|10331|8520|
1138|2133|1622|12404|12906|11160|8497|
1142|293|4630|15818|14944|10629|11314|
1145|730|1565|11870|10673|10869|10356|
1150|1720|1768|9772|12410|10264|6970|
1152|2685|4249|18031|11841|8972|8186|
1153|1844|416|13783|13577|6809|7474|
1154|3901|3205|11463|10503|9529|3313|
1155|706|3351|10840|14217|8370|4109|
1160|3126|15|11885|13388|11634|11733|
1164|2929|2733|15854|11944|11204|12335|
1168|3120|3647|16500|12283|6925|5504|
1170|1487|2311|14813|10865|10578|9053|
1175|124|649|12415|15093|8127|9552|
1180|612|1389|11108|13436|10834|6669|
1181|631|1381|14292|14748|9579|9713|
1183|1149|2864|17273|14527|11691|11961|
1184|1722|1584|11498|13907|9209|12112|
1188|734|908|14574|14745|8431|11432|
1190|1177|1597|10242|12464|8807|3439|
1192|3344|2208|14337|9663|10240|3244|
1193|1712|2077|9827|14706|8516|9473|
1196|2321|902|17999|10699|10840|7126|
1201|1847|249|10637|12377|6518|4186|
1203|253|1325|9999|10935|7432|9040|
1206|733|3583|16730|10663|11010|11508|
1209|4033|4532|9797|14543|7533|5330|
1212|3722|605|9868|13848|10817|5589|
1217|4542|3086|11082|13913|10818|8248|
1219|2655|2270|10808|12560|10823|9599|
1224|607|3431|16041|10131|11257|6103|
1228|532|1120|11230|13502|7659|5591|
1232|587|2076|13852|9452|10631|8654|
1235|4178|492|10940|11711|11124|5478|
1240|2273|1501|14082|10917|8107|7004|
1243|2750|605|13480|10673|11440|10396|
1244|4269|2443|13489|14205|7568|11573|
1249|956|1773|14441|11582|11304|9817|
1251|4233|2638|13888|10529|6934|3368|
1253|4315|4654|16680|10648|7077|5075|
1257|4063|472|16386|11656|7610|4140|
1260|3201|1255|16079|10067|9071|5963|
1262|1389|3442|16081|12752|11422|9865|
1263|1255|4355|12748|9668|7212|5480|
1268|2866|1977|15467|12127|9538|10125|
1270|1381|2840|9743|9834|11213|6054|
1275|1307|3742|11816|13652|7796|9737|
1278|420|1660|10257|11633|8442|12183|
1283|1541|3035|10543|10888|7072|6840|
1288|3093|513|14613|11276|8841|3623|
1293|1941|4453|12754|10213|10620|3654|
1294|3427|3359|16239|11381|8653|8417|
1296|1065|2121|16802|11125|7414|4550|
1300|3275|4042|12904|12722|11736|10442|
1302|2682|4304|12928|11791|7771|9225|
1304|1477|1510|17897|10844|10877|12066|
1308|249|1748|15029|10097|7299|10909|
1311|1358|2930|10788|11865|11239|7425|
1315|2373|364|17650|10602|11292|9987|
1318|4283|3245|9765|9707|9500|6848|
1323|153|3673|16185|10292|8809|11416|
1324|4333|1831|9734|13062|7723|12751|
1326|4349|1875|14051|10825|11048|5867|
1327|472|74|14640|10304|10019|5908|
1328|3880|651|17964|11578|11471|6035|
1330|2930|4577|11519|9639|7541|7137|
1335|522|730|11950|15056|8751|9313|
1337|4571|651|14997|10943|6655|4237|
1341|2921|293|17084|10951|11448|9957|
1342|4626|2535|15740|13545|11042|10057|
1343|818|2012|9753|14537|9146|10966|
1347|1988|783|10973|10883|7820|6962|
1348|3283|3586|12459|10042|10694|3662|
1350|1520|2110|10643|10453|7395|12599|
1353|4527|4349|17251|10534|10543|9602|
1354|3136|4249|16975|9554|6842|5508|
1358|2625|657|13956|13354|9061|12803|
1361|3586|2312|12689|14196|11306|3141|
1363|1678|2348|15914|12796|10611|12069|
1367|2101|1977|9799|11925|10781|12048|
1370|2356|2064|17853|9636|10311|9689|
1375|2994|4360|11241|11997|6517|9678|
1379|3771|1346|12073|13125|10436|6497|
1381|1346|1277|14689|11451|6671|9928|
1383|4072|3771|14820|12052|8872|4398|
1384|208|1882|14254|14628|7746|10429|
1387|420|3091|15736|10946|9287|8676|
1388|1943|1476|17207|14330|8155|8968|
1391|544|2469|14918|9703|11071|10138|
1393|4310|1|16948|10097|10560|4453|
1394|1076|3275|13324|11414|9128|6605|
1397|3391|4663|17188|11150|7510|11650|
1402|3669|4647|16324|12873|8452|6480|
1405|2546|2027|17295|10196|7718|11377|
1407|1051|2941|14166|12801|6742|8245|
1412|2563|1555|13971|10895|11044|5329|
1415|4280|2499|12479|10550|7706|7020|
1417|3851|4169|16121|12482|8776|4845|
1422|1056|833|10901|9491|8077|6087|
1427|3607|1501|17254|13740|11004|3667|
1431|2402|1051|10859|9855|7453|7412|
1433|1151|1623|13400|10303|6606|9116|
1434|4493|605|12427|14870|8105|9610|
1435|2177|3174|13619|12575|11310|11142|
1439|3031|1847|17909|12227|10818|7265|
1444|2806|2098|16718|12158|11705|6840|
1447|603|1422|14844|11162|7621|6591|
1451|2726|2331|17892|13074|11140|8117|
1453|1751|749|16397|10111|7085|8048|
1455|1597|2042|12459|9915|9573|11752|
1459|3363|3277|14823|13587|10537|11672|
1462|2581|3714|12346|13755|9786|4178|
1463|3135|2435|14326|13898|9800|12293|
1465|3665|3973|13744|12961|7569|12117|
1468|206|4630|16445|11289|7224|11867|
1471|115|733|16927|10503|9728|9066|
1475|2165|4360|14199|14685|7128|9430|
1480|1107|2083|10335|10041|10613|10674|
1483|554|1032|17088|15032|11326|4850|
1487|2941|2610|15944|12983|11350|4432|
1490|1177|3160|15951|10527|6689|10176|
1491|4383|4561|15487|12843|7689|9952|
1494|2402|259|12913|14532|7186|7395|
1495|205|802|14421|9700|6570|5054|
1500|622|4083|9960|14297|9879|10626|
1502|1851|1531|15044|14058|10399|6175|
1506|340|2806|16852|11771|10174|3084|
1511|7|1273|17188|9677|8071|10012|
1516|2900|3717|14185|11794|8533|9202|
1519|4354|3399|16598|13846|8235|7751|
1521|3324|2871|14385|14440|7273|9971|
1524|4479|221|14868|12969|9077|5302|
1528|3954|2255|17265|12279|8019|5362|
1532|4063|544|14317|11898|8036|6416|
1536|972|1305|12069|12509|7711|11294|
1539|1971|1324|12849|10767|10705|10515|
1541|1261|95|10843|12735|11795|8741|
1545|2833|2340|15889|11286|8092|8932|
1547|1494|1585|13995|12390|7209|3547|
1552|1703|4508|10986|11163|10795|11657|
1556|2880|514|10376|14574|9579|9517|
1561|1221|1248|10330|9862|6995|9123|
1566|129|3036|17909|14073|10472|6724|
1571|2057|1809|14318|14252|10990|4607|
1575|1737|2871|12246|12449|11431|11145|
1576|2469|1789|17327|14341|10152|9793|
1581|1107|2156|17759|9673|7802|7641|
1583|2291|2481|17682|12485|7291|8649|
1585|2287|4557|17725|12626|10818|4351|
1588|3032|3100|11109|12418|7549|8714|
1592|2558|1882|9968|12354|9336|6579|
1597|2731|1167|10012|15007|11595|5002|
1600|621|507|12868|12973|9243|8061|
1603|2402|4245|13629|11620|11198|8870|
1604|4588|1182|12575|10716|7942|11935|
1606|4331|1708|12784|12665|10024|10126|
1607|3806|2168|13437|13844|10869|6661|
1609|1756|1435|11981|14249|8851|12424|
1610|3553|4588|16572|13145|9737|12285|
1613|3738|1533|16029|9769|8723|10598|
1614|3218|2357|11713|11344|8474|3980|
1619|2594|3997|10531|13418|7021|9210|
1623|2734|3373|10196|14938|8795|4402|
1628|2193|3951|17059|14558|7676|5305|
1633|3761|4639|9954|10838|8646|5737|
1636|1859|2822|13029|13547|9370|11865|
1639|3355|3704|16884|9592|9468|8451|
1641|1035|4053|17774|10738|7412|4998|
1646|3508|1448|15609|9548|10293|7603|
1651|1629|206|11991|14704|10648|4792|
1655|1494|669|16625|13576|6487|6979|
1656|4616|2274|13067|10601|8585|7685|
1660|236|201|15332|14197|9048|12734|
1664|2429|713|10996|10026|7983|3329|
1668|2769|1466|11653|12703|10251|5206|
1670|890|4338|14793|14636|11522|11654|
1671|4313|542|16659|10917|11211|11818|
1672|1118|2791|15807|14755|9619|4305|
1673|3452|3796|11765|9454|8063|6005|
1676|4293|348|11222|10393|8155|11805|
1680|3765|1315|15572|9807|10937|11345|
1683|61|989|13910|10377|8012|10818|
1688|3553|4683|11020|9643|7640|9127|
1693|1539|4398|13595|13166|11392|9181|
1694|3042|2231|13165|10299|10806|4682|
1696|2627|2552|16635|9689|11757|4920|
1698|532|607|15031|12419|9765|8903|
1700|3009|3545|14076|11654|6606|6927|
1702|3552|1909|15615|14863|8857|4269|
1707|1452|2083|13035|13957|8650|3143|
1709|2241|2017|17217|13707|9184|12770|
1714|4061|1736|16321|14683|11059|12573|
1717|3122|3483|17761|9602|7927|10454|
1720|780|2098|16512|13981|7523|4201|
1725|1282|4564|9803|12458|9187|5068|
1729|2245|1635|12106|11627|8163|9448|
1733|3345|110|16619|12170|8410|12438|
1735|3009|4602|11728|13338|11377|9926|
1736|3702|706|14172|9852|11497|4005|
1741|4667|124|10215|11025|9017|3742|
1744|3|4417|12829|13668|9260|8267|
1746|1237|206|11121|13966|11411|11468|
1749|158|3626|12169|14674|7920|4189|
1753|1835|3406|15095|10138|8234|3298|
1755|1708|3608|11730|12608|11202|5904|
1760|1579|152|16633|11212|8540|11286|
1764|2957|3704|15775|13882|8786|9973|
1769|1482|3711|12793|9496|8661|11000|
1770|744|2441|11823|14039|10192|4979|
1771|1505|4230|17943|14936|8072|9539|
1775|2685|3583|10718|14582|8108|9131|
1778|1012|673|11188|10080|9741|6329|
1782|554|4448|13016|11561|10333|11338|
1786|2859|394|17423|10423|9787|9346|
1789|95|1629|12572|10526|11711|12812|
1791|758|2806|9815|13315|6439|5455|
1794|3260|571|17643|11640|8667|8455|
1798|3717|2428|11868|13866|11805|12006|
1799|4280|2402|10651|14667|11874|3401|
1804|2093|3316|14663|9794|9003|5941|
1806|749|2879|14522|12513|6786|11029|
1807|2083|1428|14508|13509|6521|12599|
1811|1691|1331|14406|10746|6510|9868|
1812|3621|4366|11922|10621|11202|3522|
1817|1395|2720|10839|14805|9964|4869|
1818|803|4315|10072|9631|6988|10579|
1822|1539|323|12274|10698|7303|7043|
1824|118|2331|17083|11599|10880|5688|
1825|3340|4392|15547|11071|6865|12410|
1827|4168|4182|15952|14098|6695|3420|
1831|3344|2208|14733|11796|9313|11561|
1832|3237|1452|13592|10316|6501|8192|
1837|4199|420|17738|12164|9116|8112|
1841|2571|2541|9834|13816|9081|3600|
1843|3442|1756|14572|13105|11208|4936|
1845|3825|57|14997|14623|10113|10575|
1849|2250|2665|12470|10245|7594|6217|
1852|326|201|10477|12998|10227|10286|
1855|3545|2510|16802|10525|9864|8023|
1859|1789|3669|16539|9455|9029|4820|
1864|3845|2606|17374|11105|11358|10183|
1868|2896|1463|9835|13606|10714|10438|
1869|487|2101|17388|11003|7970|7799|
1873|1024|685|10923|10199|9353|9216|
1874|2436|1680|17614|9679|10687|4082|
1875|338|1334|11740|12417|11393|6450|
1878|2154|4061|12505|11486|10534|5108|
1881|3170|2714|15275|10449|10523|8471|
1883|2406|4333|13453|14209|6865|8644|
1887|4630|972|18015|11333|8330|3501|
1889|3278|3079|17699|11519|11876|12796|
1893|2263|3965|14283|9430|8176|9470|
1896|3976|2497|13080|10232|7503|11444|
1899|99|3386|15258|12715|10184|5017|
1903|1544|1277|13767|9572|9480|12511|
1908|4136|2382|14004|9496|7088|9763|
1909|1985|3390|15721|10156|6988|7453|
1912|1691|4183|14187|14052|10631|11771|
1913|3390|3254|12335|13388|10612|5795|
1915|2079|2445|11373|11450|9600|3181|
1916|3345|3711|10467|12372|10224|8890|
1918|1113|3176|13875|12638|6797|11427|
1921|3041|3163|14078|9976|9726|12441|
1923|2076|3242|15613|14869|7369|6977|
1925|2006|1514|14883|11774|9628|10422|
1928|1476|165|14602|14732|11617|11182|
1932|4233|4635|9842|13014|8965|7067|
1936|4632|4611|17647|15004|6662|7114|
1940|4141|3036|10752|13037|7587|3194|
1942|3995|328|12838|14836|9630|6504|
1943|1320|731|13209|10754|8025|12394|
1948|864|2516|12058|12696|10979|12829|
1952|2000|2382|11047|15092|10844|11671|
1957|2364|1107|17277|10250|11527|11595|
1961|4169|4441|12948|14408|6780|3187|
1964|1083|1742|12427|12257|6914|3159|
1968|206|3083|12985|10880|8770|6486|
1972|1650|2481|11012|11418|9242|8630|
1976|2003|3483|17436|14091|8532|12718|
1978|1503|176|17692|13301|6928|8708|
1983|1423|3283|17036|10159|7605|11262|
1984|4658|4690|16657|11977|10553|10716|
1985|2769|3461|10699|11481|10106|8386|
1987|4683|2244|11336|13198|7377|10552|
1988|153|3176|15173|14969|6840|6697|
1990|2932|2307|14240|12352|9779|11944|
1992|2255|4366|15613|12329|7373|11869|
1994|3259|1199|15422|13348|10537|7448|
1998|3537|2284|16033|14926|11570|9762|
2003|4683|3463|12865|9431|10226|7123|
2006|960|2739|14663|13851|6680|5215|
2009|4548|2011|17542|11219|9243|5349|
2013|1838|642|12653|12395|8825|9411|
2017|2620|2287|10559|12781|9563|4347|
2018|1139|2198|10701|9548|10310|7383|
2021|256|3880|13991|13194|10216|12155|
2024|2995|3494|11871|10794|7390|12375|
2025|3973|4333|16040|9499|8491|4279|
